id,source,target
,1933,"Усенко, Павло: На обніжку: [Вірш], № 13"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Усенко, Павло: «Смолянка»: [Вірш], № 6/7"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1931
,1931,"Фаб Л: Люстерко: Оповідання, № 14/15"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Фальківський [Фальковський], Дмитро: «Та й піду ж я із міста в село...»: [Поезія], № 20"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Фальківський [Фальковський], Дмитро: Чабан: Поема, № 04"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Фальківський [Фальковський], Дмитро: «Чогось гуде так вітер говірливий...»: [Поезія], № 16"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Федосеев: Повість про невдалого рибалку: [Вірш], № 27"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Фертюк А: Рівняйсь по лінії ЦК!, № 19"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Фертюк А: Вирує день: [Вірші], № 19"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Хазін Е. [Ем.]: Тіні: Оповідання, № 23"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Хазін Е. [Ем.]: Чесність: Оповідання, № 52"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Хвильовий, Микола: На озера: Урив, з [оповід.], № 15"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Хвильовий, Микола: Наречений: Оповідання, № 35"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1931
,1931,"Хвильовий, Микола: Щасливий секретар: Оповідання, № 19"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1930
,1930,"Хоткевич, Гнат: З сім’ї геніїв: [Урив, з роману], № 07"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Цвіленко, ??: ??  [Вірш], № ??"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1934
,1934,"Цуккер [Цукер], Борис: На розі безіменного провулку: Оповідання, № 06"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1934
,1934,"Цуккер [Цукер], Борис: «Отруївся»: Оповідання, № 12"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Цуккер [Цукер], Борис: Уночі: Новела, № 13"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1931
,1931,"Цуккер [Цукер], Борис: Червоний козак. Шалений паротяг: Оповідання, № 04"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чернов [Чернов (Малошийченко)], Леонід: Геніяльний хлопець: Гумореска, № 13"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чернов [Чернов (Малошийченко)], Леонід: Диктатура серця: Оповідання, № 02"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чернов [Чернов (Малошийченко)], Леонід: Навипередки з вітром: [Вірш], № 05"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1930
,1930,"Чернов [Чернов (Малошийченко)], Леонід: Не будь варваром: Оповідання, № 18"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Чернов [Чернов (Малошийченко)], Леонід: Оповідання про лікаря Перегуду і фармацевта Басіса: Гумореска, № 41"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1930
,1930,"Чернов [Чернов (Малошийченко)], Леонід: Смерть Вілкінза: Урив, з повісті «Людина з іншої плянети», № 20"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Чернов [Чернов (Малошийченко)], Леонід: Фабрика богів: Оповідання, № 29"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Черняк, Мірко: Останній намаз муедзіна: Урив, з кн. «Земля біжить повз рейки», № 34/36"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: В лазні: (3 натури): Гумореска, № 06"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Чечвянський В: Діялог недалекого майбутнього: Гумореска, № 23"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чечвянський В: Доклад і резолюція: Гумореска, № 02"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: І тут революція...: Гумореска, № 03"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Чечвянський В: Кіно на селі: Гумореска, № 05"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Чечвянський В: Кінь у повітрі: Гумореска, № 22"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Крах кар’єри: Гумореска, № 01"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Мусій Копистка у Полтаві: (Допис-шарж), № 04"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Чечвянський В: М’який характер: Гумореска, № 24"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Ні... невинуватий!!: Гумореска, № 05"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Чечвянський В: Оздоровлення апарату: Гумореска, № 18"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Підручник: Жарт, № 08"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Почали сезон: (Спорт-Гумореска), № 08"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чечвянський В: Про «Всесвіт» з приводу ювілея газ. «Вісти»: Гумореска, № 10"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Чечвянський В: Товариш Делегаденко про лінії: Гумореска, № 31"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Чигирин Віт: Герой - дома: Урив із повісти «Записки хлопчика», № 08"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Чмелів[Чмельов, Чмілів: Блискучий вихід: Гумореска, № 01"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1929
,1929,"Чмелів[Чмельов, Чмілів: Добрий дідусь: Гумореска, № 40"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чмелів[Чмельов, Чмілів: Кіно-ідеологія: (Дружн. шарж): Гумореска, № 21"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1929
,1929,"Чмелів[Чмельов, Чмілів: «Кооператори»: Гумореска, № 03"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чмелів[Чмельов, Чмілів: Курортник: Гумореска, № 19"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1929
,1929,"Чмелів[Чмельов, Чмілів: На розпутті: Гумореска, № 17"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Чмелів[Чмельов, Чмілів: Не було б щастя...: Гумореска, № 12"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чмелів[Чмельов, Чмілів: Професіонал, або звідки беруться романісти: Гумореска, № 46"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чмелів[Чмельов, Чмілів: Профзахорування та боротьба з ними:  (Науковий нарис): Гумореска, № 42"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Чмелів[Чмельов, Чмілів: Сонна хвороба: Гумореска, № 05"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Чмелів[Чмельов, Чмілів: Як стати славетним письменником: Підруч. для початковців: [Гумореска], № 23"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1934
,1934,"Чорний Ів: Не сховався: [Вірш], № 16"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1931
,1931,"Шаблій, Василь: Я знов іду: [Вірш], № 13"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Шаян, Володимир: Товаришка Ніна: Оповідання, № 25"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Шаян, Володимир: Товаришка Ніна: Оповідання, № 26"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Шаян, Володимир: Товаришка Ніна: Оповідання, № 27"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Шевченко Ів: За рейдом - синє море: [Вірш], № 01"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Шевченко Ів: Скородимо тралами море...: [Вірш], № 4/5"
,1980 - 1990,Ukraine. Literature in Ukranian
,1980 - 1990,Ukranian
,1980 - 1990,1986
,1986,"Шибик, Микола: Гомін ходить муравлиськом: Памфлет, № 09"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Шилюк, Іван: Творчі сили: Урив, з повісті, № 07"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Шиян А: Люцерна: Новела, № 23"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Шкіц Туриста: Перетворений жандар: Гумореска, № 30"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Шмигельський, Антін: Весною: [Вірш], № 11"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Шмигельський, Антін: Наборщик: [Вірш], № 11"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Шовкопляс Юр: Після бурі: Оповідання, № 33"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Шовкопляс Юр: Пробудження в ночі: Оповідання, № 10"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1933
,1933,"Шопінський В: Людина в окулярах: Новела, № 10/11"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Шпол, Юльян: Кримська лірика: [Вірш], № 02"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Шпол, Юльян: Три зради: Оповідання, № 11"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1927
,1927,"Штангей, Володимир: Бандити: Оповідання, № 20"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1931
,1931,"Штангей, Володимир: Вітер: 3 новелі «На грані», № 23/24"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Шульга-Шульженко, Михайло: Ленін: [Вірш], № 04"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Шульга-Шульженко, Михайло: Сільський вечір: [Вірш], № 42"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1928
,1928,"Щербина Н: Темної ночі: Оповідання, № 06"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Юрасів Юр: І снять у вечорі...: [Вірш], № 09"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Юрезанський, Володимир: Заграви над ланами: (Урив, з оповід. про 1905 рік), № 22/23"
,1930 - 1940,Ukraine. Literature in Ukranian
,1930 - 1940,Ukranian
,1930 - 1940,1932
,1932,"Юхвід Л: Слово про героя: Оповідання, № 04"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1926
,1926,"Я. Б: За першою вимогою: Гумореска, № 11"
,1920 - 1930,Ukraine. Literature in Ukranian
,1920 - 1930,Ukranian
,1920 - 1930,1925
,1925,"Яблуненко Вас: Жнива: [Вірш], № 19"
