id,source,target,color
,1920 - 1930,Ukraine. Literature in Ukranian,#E59280
,1920 - 1930,Ukranian,#F2A2A44
,1920 - 1930,1926,#84B5B66
,1926,"Ванченко, Петро: Шахтар: Оповідання, № 03",#84B5B67
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59280
,1920 - 1930,1927,#F2A2A44
,1927,"Ведміцький Ол: Восени: [Вірш], № 41",#84B5B39
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59281
,1920 - 1930,1927,#F2A2A45
,1927,"Ведміцький Ол: З Кавказу: [Вірш], № 1/3",#84B5B65
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B66
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59281
,1926,"Ведміцький Ол: На пасіці: [Вірш], № 22",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B40
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59282
,1926,"Ведміцький Ол: Осіннє: [Вірш], № 20",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B64
,1920 - 1930,Ukranian,#84B5B65
,1920 - 1930,1928,#D1605E
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 39",#E59282
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B38
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59280
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 40",#F2A2A44
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B39
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59281
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 41",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B68
,1920 - 1930,Ukranian,#84B5B69
,1920 - 1930,1928,#D1605E
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 42",#E59281
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A45
,1920 - 1930,Ukranian,#84B5B40
,1920 - 1930,1928,#D1605E
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 43",#E59282
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A46
,1920 - 1930,Ukranian,#84B5B67
,1920 - 1930,1928,#84B5B68
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 44",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1928,#84B5B41
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 46",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59283
,1920 - 1930,Ukranian,#F2A2A47
,1920 - 1930,1928,#84B5B4
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 47",#84B5B3
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B3
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59280
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 48",#F2A2A44
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B39
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59281
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 49",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B68
,1920 - 1930,Ukranian,#84B5B69
,1920 - 1930,1928,#D1605E
,1928,"Величко Л: Змова Десмоля: Роман з сучас. турец. життя, № 50",#E59281
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A45
,1920 - 1930,Ukranian,#84B5B40
,1920 - 1930,1927,#D1605E
,1927,"Величко Л: Промова з труни: Гумореска, № 48",#E59282
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A46
,1920 - 1930,Ukranian,#84B5B67
,1920 - 1930,1927,#84B5B68
,1927,"Величко Л: Тріска на морі: Оповідання, № 40",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1925,#84B5B41
,1925,"Венгеров В: Інкасатори майбутнього: Утопія, № 05",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59283
,1920 - 1930,Ukranian,#F2A2A47
,1920 - 1930,1928,#84B5B38
,1928,"Вер, Віктор: «В заметах, металевих звуків...»: [Поезія], № 09",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59280
,1920 - 1930,Ukranian,#F2A2A44
,1920 - 1930,1927,#84B5B39
,1927,"Вер, Віктор: Елінг: [Вірш], № 48",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59281
,1920 - 1930,Ukranian,#F2A2A45
,1920 - 1930,1929,#84B5B68
,1929,"Вер, Віктор: За соцзмагання: [Вірш], № 34",#84B5B69
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59281
,1920 - 1930,1929,#F2A2A45
,1929,"Вер, Віктор: Привіт!: [Вірш], № 08",#84B5B40
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59282
,1930 - 1940,1930,#F2A2A46
,1930,"Вер, Віктор: Випадок № 7: Гумореска, № 33/34",#84B5B67
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B68
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1933,#E59282
,1933,"Вишневський Д: Невтомний: Новела, № 25",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B41
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1928,#E59283
,1928,"Вишня, Остап: Варшава: 3 циклу «Вишневі усмішки закордонні», № 40",#F2A2A47
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B38
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59280
,1925,"Вишня, Остап: Другий бік медалі: Гумореска, № 04",#F2A2A44
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B39
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59281
,1926,"Вишня, Остап: Літературні шаржі: [Аркадій Любченко «Путемна бурь»], № 06",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B68
,1920 - 1930,Ukranian,#84B5B69
,1920 - 1930,1926,#D1605E
,1926,"Вишня, Остап: «Нраствінна Робота»: Оповідання, № 11",#E59281
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A45
,1920 - 1930,Ukranian,#84B5B40
,1920 - 1930,1925,#D1605E
,1925,"Вишня, Остап: Про «Всесвіт»: Гумореска, № 01",#E59282
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A46
,1930 - 1940,Ukranian,#84B5B67
,1930 - 1940,1932,#84B5B68
,1932,"Вишня, Остап: Пункт, умовою не передбачений: Оповідання, № 31/33",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1926,#84B5B41
,1926,"Вишня, Остап: Так нічорта з того й не вийшло: Гумореска, № 02",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59283
,1920 - 1930,Ukranian,#F2A2A47
,1920 - 1930,1928,#84B5B66
,1928,"Вік В: «Чув’яктрест»: Нарис, № 52",#84B5B67
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59283
,1930 - 1940,1934,#84B5B39
,1934,"Владко В: Аероторпеди повертають назад: Оповідання, № 15",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59281
,1930 - 1940,Ukranian,#F2A2A45
,1930 - 1940,1930,#84B5B40
,1930,"Близько, Олекса: Аеро та верблюди: Оповідання, № 25/26",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1927,#84B5B70
,1927,"Близько, Олекса: «День біжить, мов злодій із Багдаду...»:[Поезії], № 44",#84B5B71
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59282
,1920 - 1930,1927,#F2A2A46
,1927,"Близько, Олекса: З епопеї «Полк 136 з мікробами Пастера» : [Вірш], № 45",#84B5B41
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59283
,1920 - 1930,1929,#F2A2A47
,1929,"Близько, Олекса: Кельн: [Вірш], № 20",#84B5B69
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B70
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1929,#E59283
,1929,"Близько, Олекса: Охороняється законом на Потсдамерштрасе: [Вірш], № 27",#F2A2A47
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B42
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1927,#E59284
,1927,"Близько, Олекса: «Повно, серце, безмежних прагнень!..»: [Поезія], № 18",#F2A2A48
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B4
,1920 - 1930,Ukranian,#84B5B3
,1920 - 1930,1929,#84B5B3
,1929,"Близько, Олекса: Реквієм бюрократові: [Вірш], № 45",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59281
,1930 - 1940,Ukranian,#F2A2A45
,1930 - 1940,1934,#84B5B40
,1934,"Вовченко Ол: Біля вітрини: [Вірш], № 09",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59282
,1930 - 1940,Ukranian,#F2A2A46
,1930 - 1940,1934,#84B5B70
,1934,"Вовченко Ол: Вело-пісенька: [Вірш], № 06",#84B5B71
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59282
,1930 - 1940,1934,#F2A2A46
,1934,"Вовченко Ол: Віддай кінці!: [Вірш], № 11",#84B5B41
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59283
,1930 - 1940,1934,#F2A2A47
,1934,"Вовченко Ол: Наші діти: [Вірш], № 12",#84B5B69
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B70
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1930,#E59283
,1930,"Войнік-Летичевський: 1920 рік: Спогади старого червоноармійця: Оповідання, № 06",#F2A2A47
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B42
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59284
,1925,"Волгін, Борис: Електрифікація: Оповідання, № 04",#F2A2A48
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B39
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59281
,1925,"Воруський В: Каюм: Оповідання, № 19",#F2A2A45
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B40
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59282
,1925,"Вражливий В: Земля: Оповідання, № 10",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B70
,1920 - 1930,Ukranian,#84B5B71
,1920 - 1930,1925,#D1605E
,1925,"Вражливий В: Хрест: Оповідання, № 17",#E59282
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A46
,1920 - 1930,Ukranian,#84B5B41
,1920 - 1930,1929,#D1605E
,1929,"Г. В: Парад: [Вірш], № 08",#E59283
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A47
,1930 - 1940,Ukranian,#84B5B69
,1930 - 1940,1930,#84B5B70
,1930,"Гаденко І. [Г.]: Жінки готуються: [Вірш], № 19",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59283
,1930 - 1940,Ukranian,#F2A2A47
,1930 - 1940,1930,#84B5B42
,1930,"Гаденко І. [Г.]: Заражений ставок: (Будуйте пральні на селі!): [Вірш], № 28/29",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59284
,1930 - 1940,Ukranian,#F2A2A48
,1930 - 1940,1930,#84B5B39
,1930,"Гаденко І. [Г.]: Здоровому побуту: [Вірш], № 27",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59281
,1930 - 1940,Ukranian,#F2A2A45
,1930 - 1940,1930,#84B5B40
,1930,"Гаденко І. [Г.]: Колодязі: [Вірш], № 28/29",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1929,#84B5B70
,1929,"Гаденко І. [Г.]: Пісня жатки: [Вірш], № 28",#84B5B71
,1930 - 1940,Ukraine. Literature in Ukranian,#D1605E
,1930 - 1940,Ukranian,#E59282
,1930 - 1940,1932,#F2A2A46
,1932,"Гаденко І. [Г.]: Струм низької напруги: Оповідання, № 23/24",#84B5B41
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59283
,1920 - 1930,1929,#F2A2A47
,1929,"Гаденко І. [Г.]: Усіх ми поведем: [Вірш], № 14",#84B5B69
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B70
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59283
,1931,"Гайворонський, Платон: Млин: (3 нотаток оборонця): Оповідання, № 07",#F2A2A47
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B42
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59284
,1931,"Галушко Д: Ворог: Оповідання, № 04",#F2A2A48
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B68
,1920 - 1930,Ukranian,#84B5B69
,1920 - 1930,1925,#D1605E
,1925,"Гедзь, Тарас: Не бійся вовка... або Випадкова сміливість: (Дружні пародії): [На оповід. О. Слісаренка], № 03",#E59284
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B40
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59282
,1931,"Гедзь, Юхим: Василинин обрахунок: Оповідання, № 07",#F2A2A46
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B41
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59283
,1931,"Гедзь, Юхим: Суд над агронеписьменними: Гумореска, № 08",#F2A2A47
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B72
,1920 - 1930,Ukranian,#84B5B73
,1920 - 1930,1929,#D1605E
,1929,"Гжицький, Володимир: Індіян: Оповідання, № 03",#E59283
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A47
,1920 - 1930,Ukranian,#84B5B42
,1920 - 1930,1928,#D1605E
,1928,"Гжицький, Володимир: Тайга: 3 циклу «Алтай»: [Вірш], № 38",#E59284
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A48
,1920 - 1930,Ukranian,#84B5B71
,1920 - 1930,1929,#84B5B72
,1929,"Гжицький, Володимир: Чад: Оповідання, № 39",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59284
,1920 - 1930,Ukranian,#F2A2A48
,1920 - 1930,1929,#84B5B43
,1929,"Гжицький, Володимир: Шаман: Оповідання, № 21",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59285
,1930 - 1940,Ukranian,#F2A2A49
,1930 - 1940,1931,#84B5B4
,1931,"Гірняк П: Війна - війні!: Оповідання, № 20/21",#84B5B3
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B3
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59282
,1925,"Глек, Іван: «Сонце в дзвони, вітер в громи...»: [Поезія], № 09",#F2A2A46
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B41
,1930 - 1940,Ukranian,#D1605E
,1930 - 1940,1931,#E59283
,1931,"Глозус М: «Справа чести і геройства»: Оповідання, № 29/30",#F2A2A47
,1930 - 1940,Ukraine. Literature in Ukranian,#84B5B72
,1930 - 1940,Ukranian,#84B5B73
,1930 - 1940,1930,#D1605E
,1930,"Годованець М: Рушник і муха: Байка: [Вірш], № 19",#E59283
,1920 - 1930,Ukraine. Literature in Ukranian,#F2A2A47
,1920 - 1930,Ukranian,#84B5B42
,1920 - 1930,1929,#D1605E
,1929,"Голованівський, Сава: Василь Найда: (Урив, з повісті): [Вірш], № 41",#E59284
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A48
,1930 - 1940,Ukranian,#84B5B71
,1930 - 1940,1931,#84B5B72
,1931,"Голованівський, Сава: Випадок, яких багато: [Вірш], № 20/21",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59284
,1920 - 1930,Ukranian,#F2A2A48
,1920 - 1930,1929,#84B5B43
,1929,"Голованівський, Сава: Зустріч на Купецькому спускові: [Вірш], № 19",#D1605E
,1930 - 1940,Ukraine. Literature in Ukranian,#E59285
,1930 - 1940,Ukranian,#F2A2A49
,1930 - 1940,1930,#84B5B40
,1930,"Голованівський, Сава: Лист Василеві Найді: (Урив, з повісті): [Вірш], № 21",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59282
,1920 - 1930,Ukranian,#F2A2A46
,1920 - 1930,1929,#84B5B41
,1929,"Голованівський, Сава: Пам’ятник Катерині II: [Вірш], № 12",#D1605E
,1920 - 1930,Ukraine. Literature in Ukranian,#E59283
,1920 - 1930,Ukranian,#F2A2A47
,1920 - 1930,1925,#84B5B72
,1925,"Голота, Петро: Осінь Жовтневая: (Урив, з поеми), № 03",#84B5B73
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59283
,1920 - 1930,1927,#F2A2A47
,1927,"Голота, Петро: Простори: [Вірш], № 50",#84B5B42
,1920 - 1930,Ukraine. Literature in Ukranian,#D1605E
,1920 - 1930,Ukranian,#E59284
,1920 - 1930,1927,#F2A2A48
,1927,"Голота, Петро: Сорочка: [Вірш], № 06",#84B5B71
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B72
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59284
,1926,"Голота, Петро: Шляхи: [Вірш], № 20",#F2A2A48
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B43
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1926,#E59285
,1926,"Голубничий, Пилип: Домівка: [Вірш], № 20",#F2A2A49
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B40
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1925,#E59282
,1925,"Голубничий, Пилип: У лікарні: [Вірш], № 16",#F2A2A46
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B41
,1920 - 1930,Ukranian,#D1605E
,1920 - 1930,1927,#E59283
,1927,"Голубничий, Пилип: Сніг: [Вірш], № 07",#F2A2A47
,1920 - 1930,Ukraine. Literature in Ukranian,#84B5B72
,1920 - 1930,Ukranian,#84B5B73
,1920 - 1930,1927,#D1605E
,1927,"Голубничий, Пилип: «Хай лине час і в ранок ніжний...»: [Вірш], № 19",#E59283
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A47
,1930 - 1940,Ukranian,#84B5B42
,1930 - 1940,1932,#D1605E
,1932,"Гольденберг Я: Космократія: Фейлетон, № 34/36",#E59284
,1930 - 1940,Ukraine. Literature in Ukranian,#F2A2A48
,1930 - 1940,Ukranian,#84B5B71
,1930 - 1940,1930,#84B5B72
,1930,"Горба: Іван Хведорович на чистці: Гумореска, № 19",#D1605E
